,drug,disease,label
998,238.0,0.0,1.0
999,273.0,130.0,1.0
1000,551.0,309.0,1.0
1001,105.0,136.0,1.0
1002,356.0,128.0,1.0
1003,581.0,157.0,1.0
1004,111.0,188.0,1.0
1005,14.0,310.0,1.0
1006,234.0,279.0,1.0
1007,455.0,136.0,1.0
1008,248.0,138.0,1.0
1009,275.0,117.0,1.0
1010,493.0,376.0,1.0
1011,254.0,344.0,1.0
1012,268.0,362.0,1.0
1013,156.0,243.0,1.0
1014,199.0,128.0,1.0
1015,187.0,169.0,1.0
1016,429.0,73.0,1.0
1017,632.0,85.0,1.0
1018,308.0,117.0,1.0
1019,111.0,322.0,1.0
1020,333.0,73.0,1.0
1021,427.0,332.0,1.0
1022,459.0,271.0,1.0
1023,199.0,376.0,1.0
1024,337.0,106.0,1.0
1025,215.0,68.0,1.0
1026,384.0,114.0,1.0
1027,52.0,188.0,1.0
1028,118.0,362.0,1.0
1029,337.0,351.0,1.0
1030,143.0,177.0,1.0
1031,30.0,76.0,1.0
1032,653.0,359.0,1.0
1033,62.0,271.0,1.0
1034,275.0,186.0,1.0
1035,241.0,272.0,1.0
1036,173.0,351.0,1.0
1037,629.0,64.0,1.0
1038,25.0,124.0,1.0
1039,630.0,76.0,1.0
1040,340.0,359.0,1.0
1041,292.0,174.0,1.0
1042,570.0,118.0,1.0
1043,153.0,85.0,1.0
1044,151.0,199.0,1.0
1045,307.0,78.0,1.0
1046,387.0,178.0,1.0
1047,640.0,405.0,1.0
1048,418.0,347.0,1.0
1049,356.0,56.0,1.0
1050,611.0,199.0,1.0
1051,506.0,396.0,1.0
1052,569.0,199.0,1.0
1053,370.0,145.0,1.0
1054,506.0,120.0,1.0
1055,382.0,280.0,1.0
1056,175.0,38.0,1.0
1057,248.0,405.0,1.0
1058,378.0,99.0,1.0
1059,498.0,406.0,1.0
1060,463.0,117.0,1.0
1061,551.0,259.0,1.0
1062,70.0,224.0,1.0
1063,256.0,347.0,1.0
1064,161.0,312.0,1.0
1065,295.0,379.0,1.0
1066,175.0,359.0,1.0
1067,453.0,237.0,1.0
1068,536.0,131.0,1.0
1069,389.0,163.0,1.0
1070,501.0,120.0,1.0
1071,626.0,191.0,1.0
1072,338.0,89.0,1.0
1073,453.0,331.0,1.0
1074,241.0,274.0,1.0
1075,134.0,95.0,1.0
1076,241.0,257.0,1.0
1077,226.0,76.0,1.0
1078,282.0,92.0,1.0
1079,227.0,331.0,1.0
1080,437.0,48.0,1.0
1081,388.0,392.0,1.0
1082,453.0,208.0,1.0
1083,306.0,280.0,1.0
1084,176.0,208.0,1.0
1085,115.0,347.0,1.0
1086,214.0,124.0,1.0
1087,332.0,371.0,1.0
1088,489.0,247.0,1.0
1089,115.0,362.0,1.0
1090,435.0,117.0,1.0
1091,244.0,224.0,1.0
1092,71.0,405.0,1.0
1093,653.0,362.0,1.0
1094,640.0,118.0,1.0
1095,643.0,370.0,1.0
1096,63.0,37.0,1.0
1097,587.0,330.0,1.0
1098,58.0,399.0,1.0
1099,423.0,324.0,1.0
1100,361.0,124.0,1.0
1101,109.0,128.0,1.0
1102,14.0,282.0,1.0
1103,285.0,188.0,1.0
1104,208.0,128.0,1.0
1105,215.0,405.0,1.0
1106,469.0,24.0,1.0
1107,330.0,44.0,1.0
1108,119.0,124.0,1.0
1109,588.0,135.0,1.0
1110,148.0,344.0,1.0
1111,622.0,119.0,1.0
1112,326.0,209.0,1.0
1113,136.0,69.0,1.0
1114,651.0,358.0,1.0
1115,304.0,94.0,1.0
1116,138.0,370.0,1.0
1117,242.0,1.0,1.0
1118,576.0,373.0,1.0
1119,420.0,117.0,1.0
1120,627.0,361.0,1.0
1121,225.0,131.0,1.0
1122,523.0,28.0,1.0
1123,309.0,164.0,1.0
1124,643.0,312.0,1.0
1125,305.0,278.0,1.0
1126,662.0,338.0,1.0
1127,239.0,359.0,1.0
1128,412.0,382.0,1.0
1129,4.0,137.0,1.0
1130,559.0,312.0,1.0
1131,483.0,151.0,1.0
1132,331.0,134.0,1.0
1133,275.0,183.0,1.0
1134,576.0,227.0,1.0
1135,337.0,96.0,1.0
1136,7.0,242.0,1.0
1137,409.0,124.0,1.0
1138,115.0,222.0,1.0
1139,118.0,359.0,1.0
1140,388.0,99.0,1.0
1141,175.0,106.0,1.0
1142,276.0,84.0,1.0
1143,227.0,274.0,1.0
1144,245.0,124.0,1.0
1145,595.0,362.0,1.0
1146,330.0,123.0,1.0
1147,252.0,302.0,1.0
1148,232.0,351.0,1.0
1149,603.0,41.0,1.0
1150,346.0,362.0,1.0
1151,540.0,347.0,1.0
1152,625.0,347.0,1.0
1153,316.0,133.0,1.0
1154,46.0,95.0,1.0
1155,500.0,0.0,1.0
1156,329.0,322.0,1.0
1157,340.0,314.0,1.0
1158,165.0,76.0,1.0
1159,145.0,390.0,1.0
1160,138.0,136.0,1.0
1161,359.0,271.0,1.0
1162,268.0,8.0,1.0
1163,155.0,405.0,1.0
1164,208.0,350.0,1.0
1165,72.0,312.0,1.0
1166,307.0,94.0,1.0
1167,130.0,149.0,1.0
1168,576.0,308.0,1.0
1169,275.0,347.0,1.0
1170,321.0,36.0,1.0
1171,12.0,93.0,1.0
1172,634.0,359.0,1.0
1173,0.0,24.0,1.0
1174,486.0,9.0,1.0
1175,335.0,358.0,1.0
1176,22.0,93.0,1.0
1177,258.0,196.0,1.0
1178,199.0,141.0,1.0
1179,202.0,133.0,1.0
1180,576.0,317.0,1.0
1181,661.0,347.0,1.0
1182,499.0,43.0,1.0
1183,377.0,10.0,1.0
1184,397.0,124.0,1.0
1185,294.0,322.0,1.0
1186,275.0,175.0,1.0
1187,441.0,195.0,1.0
1188,643.0,309.0,1.0
1189,643.0,259.0,1.0
1190,576.0,328.0,1.0
1191,15.0,263.0,1.0
1192,610.0,128.0,1.0
1193,555.0,331.0,1.0
1194,549.0,280.0,1.0
1195,22.0,282.0,1.0
1196,482.0,94.0,1.0
1197,486.0,312.0,1.0
1198,213.0,151.0,1.0
1199,572.0,278.0,1.0
1200,174.0,85.0,1.0
1201,66.0,127.0,1.0
1202,532.0,18.0,1.0
1203,476.0,351.0,1.0
1204,328.0,362.0,1.0
1205,561.0,99.0,1.0
1206,586.0,117.0,1.0
1207,48.0,316.0,1.0
1208,558.0,197.0,1.0
1209,73.0,124.0,1.0
1210,245.0,74.0,1.0
1211,518.0,144.0,1.0
1212,446.0,371.0,1.0
1213,572.0,68.0,1.0
1214,534.0,341.0,1.0
1215,183.0,405.0,1.0
1216,21.0,262.0,1.0
1217,12.0,282.0,1.0
1218,315.0,344.0,1.0
1219,170.0,368.0,1.0
1220,470.0,345.0,1.0
1221,98.0,124.0,1.0
1222,354.0,392.0,1.0
1223,380.0,203.0,1.0
1224,166.0,390.0,1.0
1225,433.0,359.0,1.0
1226,275.0,100.0,1.0
1227,343.0,183.0,1.0
1228,203.0,43.0,1.0
1229,275.0,156.0,1.0
1230,217.0,405.0,1.0
1231,327.0,163.0,1.0
1232,166.0,174.0,1.0
1233,358.0,51.0,1.0
1234,117.0,358.0,1.0
1235,26.0,124.0,1.0
1236,381.0,280.0,1.0
1237,457.0,392.0,1.0
1238,511.0,359.0,1.0
1239,242.0,149.0,1.0
1240,196.0,149.0,1.0
1241,620.0,351.0,1.0
1242,547.0,131.0,1.0
1243,356.0,55.0,1.0
1244,430.0,89.0,1.0
1245,377.0,354.0,1.0
1246,317.0,322.0,1.0
1247,146.0,89.0,1.0
1248,205.0,136.0,1.0
1249,396.0,124.0,1.0
1250,80.0,250.0,1.0
1251,117.0,362.0,1.0
1252,48.0,405.0,1.0
1253,12.0,301.0,1.0
1254,294.0,68.0,1.0
1255,592.0,80.0,1.0
1256,201.0,404.0,1.0
1257,251.0,163.0,1.0
1258,74.0,347.0,1.0
1259,75.0,378.0,1.0
1260,588.0,370.0,1.0
1261,59.0,222.0,1.0
1262,71.0,162.0,1.0
1263,587.0,183.0,1.0
1264,402.0,182.0,1.0
1265,92.0,99.0,1.0
1266,606.0,85.0,1.0
1267,443.0,359.0,1.0
1268,253.0,322.0,1.0
1269,301.0,404.0,1.0
1270,426.0,99.0,1.0
1271,141.0,401.0,1.0
1272,29.0,99.0,1.0
1273,250.0,94.0,1.0
1274,241.0,19.0,1.0
1275,625.0,183.0,1.0
1276,430.0,402.0,1.0
1277,105.0,309.0,1.0
1278,653.0,358.0,1.0
1279,202.0,256.0,1.0
1280,654.0,347.0,1.0
1281,646.0,269.0,1.0
1282,109.0,181.0,1.0
1283,558.0,231.0,1.0
1284,454.0,305.0,1.0
1285,567.0,405.0,1.0
1286,484.0,19.0,1.0
1287,398.0,405.0,1.0
1288,596.0,24.0,1.0
1289,119.0,405.0,1.0
1290,387.0,356.0,1.0
1291,166.0,212.0,1.0
1292,331.0,14.0,1.0
1293,32.0,124.0,1.0
1294,26.0,94.0,1.0
1295,356.0,392.0,1.0
1296,343.0,222.0,1.0
1297,578.0,371.0,1.0
1298,443.0,358.0,1.0
1299,576.0,110.0,1.0
1300,96.0,245.0,1.0
1301,53.0,40.0,1.0
1302,632.0,360.0,1.0
1303,154.0,360.0,1.0
1304,521.0,347.0,1.0
1305,148.0,136.0,1.0
1306,242.0,164.0,1.0
1307,223.0,131.0,1.0
1308,103.0,289.0,1.0
1309,145.0,134.0,1.0
1310,433.0,371.0,1.0
1311,372.0,115.0,1.0
1312,430.0,128.0,1.0
1313,552.0,77.0,1.0
1314,430.0,36.0,1.0
1315,73.0,405.0,1.0
1316,453.0,239.0,1.0
1317,170.0,289.0,1.0
1318,462.0,252.0,1.0
1319,462.0,172.0,1.0
1320,175.0,358.0,1.0
1321,133.0,153.0,1.0
1322,551.0,390.0,1.0
1323,598.0,239.0,1.0
1324,226.0,243.0,1.0
1325,202.0,126.0,1.0
1326,166.0,370.0,1.0
1327,204.0,94.0,1.0
1328,140.0,192.0,1.0
1329,618.0,221.0,1.0
1330,422.0,163.0,1.0
1331,556.0,277.0,1.0
1332,402.0,129.0,1.0
1333,402.0,124.0,1.0
1334,204.0,405.0,1.0
1335,35.0,332.0,1.0
1336,462.0,239.0,1.0
1337,356.0,99.0,1.0
1338,486.0,10.0,1.0
1339,505.0,239.0,1.0
1340,196.0,89.0,1.0
1341,296.0,318.0,1.0
1342,245.0,28.0,1.0
1343,580.0,125.0,1.0
1344,315.0,309.0,1.0
1345,567.0,94.0,1.0
1346,552.0,33.0,1.0
1347,160.0,43.0,1.0
1348,486.0,309.0,1.0
1349,462.0,257.0,1.0
1350,585.0,16.0,1.0
1351,601.0,24.0,1.0
1352,237.0,128.0,1.0
1353,199.0,142.0,1.0
1354,199.0,181.0,1.0
1355,636.0,392.0,1.0
1356,220.0,85.0,1.0
1357,518.0,280.0,1.0
1358,584.0,115.0,1.0
1359,110.0,318.0,1.0
1360,146.0,95.0,1.0
1361,441.0,31.0,1.0
1362,421.0,138.0,1.0
1363,328.0,38.0,1.0
1364,662.0,327.0,1.0
1365,587.0,222.0,1.0
1366,524.0,371.0,1.0
1367,335.0,359.0,1.0
1368,478.0,119.0,1.0
1369,153.0,158.0,1.0
1370,227.0,252.0,1.0
1371,208.0,181.0,1.0
1372,507.0,79.0,1.0
1373,543.0,76.0,1.0
1374,643.0,135.0,1.0
1375,351.0,386.0,1.0
1376,351.0,273.0,1.0
1377,337.0,35.0,1.0
1378,209.0,298.0,1.0
1379,351.0,352.0,1.0
1380,427.0,267.0,1.0
1381,109.0,236.0,1.0
1382,167.0,359.0,1.0
1383,459.0,222.0,1.0
1384,113.0,125.0,1.0
1385,20.0,199.0,1.0
1386,268.0,55.0,1.0
1387,5.0,99.0,1.0
1388,407.0,188.0,1.0
1389,361.0,405.0,1.0
1390,457.0,128.0,1.0
1391,407.0,196.0,1.0
1392,553.0,125.0,1.0
1393,565.0,382.0,1.0
1394,27.0,12.0,1.0
1395,200.0,124.0,1.0
1396,228.0,405.0,1.0
1397,148.0,309.0,1.0
1398,32.0,405.0,1.0
1399,245.0,117.0,1.0
1400,383.0,362.0,1.0
1401,303.0,229.0,1.0
1402,328.0,222.0,1.0
1403,314.0,109.0,1.0
1404,90.0,19.0,1.0
1405,513.0,131.0,1.0
1406,164.0,124.0,1.0
1407,143.0,196.0,1.0
1408,170.0,22.0,1.0
1409,319.0,347.0,1.0
1410,148.0,259.0,1.0
1411,418.0,362.0,1.0
1412,587.0,107.0,1.0
1413,439.0,183.0,1.0
1414,77.0,345.0,1.0
1415,194.0,212.0,1.0
1416,84.0,362.0,1.0
1417,147.0,404.0,1.0
1418,155.0,124.0,1.0
1419,464.0,124.0,1.0
1420,497.0,183.0,1.0
1421,208.0,376.0,1.0
1422,480.0,146.0,1.0
1423,369.0,196.0,1.0
1424,252.0,376.0,1.0
1425,343.0,347.0,1.0
1426,264.0,147.0,1.0
1427,205.0,259.0,1.0
1428,83.0,132.0,1.0
1429,337.0,233.0,1.0
1430,468.0,360.0,1.0
1431,455.0,342.0,1.0
1432,239.0,347.0,1.0
1433,324.0,318.0,1.0
1434,100.0,117.0,1.0
1435,231.0,222.0,1.0
1436,364.0,316.0,1.0
1437,136.0,405.0,1.0
1438,299.0,94.0,1.0
1439,324.0,41.0,1.0
1440,575.0,24.0,1.0
1441,279.0,173.0,1.0
1442,110.0,6.0,1.0
1443,170.0,347.0,1.0
1444,229.0,24.0,1.0
1445,443.0,362.0,1.0
1446,197.0,247.0,1.0
1447,349.0,277.0,1.0
1448,240.0,269.0,1.0
1449,518.0,25.0,1.0
1450,610.0,392.0,1.0
1451,267.0,239.0,1.0
1452,636.0,128.0,1.0
1453,310.0,407.0,1.0
1454,261.0,48.0,1.0
1455,459.0,186.0,1.0
1456,505.0,224.0,1.0
1457,182.0,371.0,1.0
1458,319.0,371.0,1.0
1459,661.0,359.0,1.0
1460,91.0,99.0,1.0
1461,297.0,9.0,1.0
1462,150.0,347.0,1.0
1463,480.0,124.0,1.0
1464,57.0,196.0,1.0
1465,74.0,362.0,1.0
1466,387.0,44.0,1.0
1467,363.0,36.0,1.0
1468,195.0,99.0,1.0
1469,244.0,101.0,1.0
1470,79.0,157.0,1.0
1471,657.0,162.0,1.0
1472,19.0,37.0,1.0
1473,56.0,1.0,1.0
1474,461.0,184.0,1.0
1475,193.0,133.0,1.0
1476,535.0,124.0,1.0
1477,507.0,80.0,1.0
1478,179.0,334.0,1.0
1479,333.0,392.0,1.0
1480,552.0,304.0,1.0
1481,48.0,124.0,1.0
1482,531.0,144.0,1.0
1483,451.0,188.0,1.0
1484,569.0,388.0,1.0
1485,211.0,99.0,1.0
1486,473.0,38.0,1.0
1487,400.0,18.0,1.0
1488,587.0,245.0,1.0
1489,490.0,391.0,1.0
1490,604.0,238.0,1.0
1491,530.0,382.0,1.0
1492,567.0,346.0,1.0
1493,320.0,99.0,1.0
1494,546.0,99.0,1.0
1495,457.0,73.0,1.0
1496,292.0,117.0,1.0
1497,164.0,405.0,1.0
1498,634.0,358.0,1.0
1499,16.0,202.0,1.0
1500,49.0,209.0,1.0
1501,40.0,64.0,1.0
1502,552.0,199.0,1.0
1503,166.0,136.0,1.0
1504,401.0,3.0,1.0
1505,60.0,117.0,1.0
1506,142.0,37.0,1.0
1507,397.0,405.0,1.0
1508,273.0,3.0,1.0
1509,50.0,379.0,1.0
1510,120.0,174.0,1.0
1511,596.0,144.0,1.0
1512,503.0,371.0,1.0
1513,280.0,80.0,1.0
1514,182.0,347.0,1.0
1515,475.0,318.0,1.0
1516,298.0,24.0,1.0
1517,574.0,174.0,1.0
1518,470.0,280.0,1.0
1519,321.0,221.0,1.0
1520,537.0,99.0,1.0
1521,169.0,262.0,1.0
1522,651.0,371.0,1.0
1523,428.0,183.0,1.0
1524,587.0,55.0,1.0
1525,655.0,176.0,1.0
1526,349.0,224.0,1.0
1527,430.0,392.0,1.0
1528,266.0,118.0,1.0
1529,510.0,267.0,1.0
1530,22.0,130.0,1.0
1531,298.0,140.0,1.0
1532,105.0,134.0,1.0
1533,288.0,69.0,1.0
1534,358.0,397.0,1.0
1535,241.0,331.0,1.0
1536,342.0,349.0,1.0
1537,416.0,218.0,1.0
1538,647.0,85.0,1.0
1539,123.0,24.0,1.0
1540,576.0,111.0,1.0
1541,307.0,196.0,1.0
1542,574.0,311.0,1.0
1543,556.0,105.0,1.0
1544,5.0,392.0,1.0
1545,620.0,153.0,1.0
1546,498.0,295.0,1.0
1547,244.0,24.0,1.0
1548,516.0,91.0,1.0
1549,36.0,99.0,1.0
1550,46.0,243.0,1.0
1551,397.0,316.0,1.0
1552,532.0,314.0,1.0
1553,541.0,112.0,1.0
1554,606.0,360.0,1.0
1555,254.0,309.0,1.0
1556,318.0,48.0,1.0
1557,471.0,392.0,1.0
1558,376.0,43.0,1.0
1559,605.0,149.0,1.0
1560,556.0,280.0,1.0
1561,502.0,93.0,1.0
1562,489.0,274.0,1.0
1563,449.0,3.0,1.0
1564,330.0,64.0,1.0
1565,74.0,359.0,1.0
1566,268.0,358.0,1.0
1567,576.0,36.0,1.0
1568,171.0,124.0,1.0
1569,52.0,183.0,1.0
1570,569.0,387.0,1.0
1571,61.0,255.0,1.0
1572,636.0,73.0,1.0
1573,337.0,280.0,1.0
1574,109.0,266.0,1.0
1575,275.0,335.0,1.0
1576,499.0,41.0,1.0
1577,586.0,18.0,1.0
1578,337.0,23.0,1.0
1579,177.0,280.0,1.0
1580,271.0,231.0,1.0
1581,290.0,405.0,1.0
1582,67.0,347.0,1.0
1583,224.0,200.0,1.0
1584,105.0,370.0,1.0
1585,275.0,55.0,1.0
1586,511.0,358.0,1.0
1587,225.0,255.0,1.0
1588,413.0,388.0,1.0
1589,340.0,66.0,1.0
1590,20.0,228.0,1.0
1591,313.0,130.0,1.0
1592,364.0,251.0,1.0
1593,275.0,147.0,1.0
1594,180.0,71.0,1.0
1595,462.0,224.0,1.0
1596,297.0,342.0,1.0
1597,492.0,6.0,1.0
1598,382.0,113.0,1.0
1599,559.0,390.0,1.0
1600,433.0,358.0,1.0
1601,600.0,124.0,1.0
1602,523.0,261.0,1.0
1603,55.0,80.0,1.0
1604,455.0,37.0,1.0
1605,161.0,344.0,1.0
1606,321.0,94.0,1.0
1607,182.0,362.0,1.0
1608,333.0,181.0,1.0
1609,240.0,145.0,1.0
1610,94.0,153.0,1.0
1611,564.0,69.0,1.0
1612,484.0,239.0,1.0
1613,657.0,343.0,1.0
1614,315.0,135.0,1.0
1615,383.0,347.0,1.0
1616,326.0,294.0,1.0
1617,167.0,371.0,1.0
1618,337.0,86.0,1.0
1619,19.0,220.0,1.0
1620,358.0,388.0,1.0
1621,108.0,99.0,1.0
1622,470.0,237.0,1.0
1623,552.0,34.0,1.0
1624,592.0,260.0,1.0
1625,326.0,262.0,1.0
1626,175.0,347.0,1.0
1627,520.0,267.0,1.0
1628,433.0,362.0,1.0
1629,588.0,259.0,1.0
1630,468.0,280.0,1.0
1631,5.0,181.0,1.0
1632,462.0,20.0,1.0
1633,569.0,313.0,1.0
1634,170.0,100.0,1.0
1635,384.0,113.0,1.0
1636,332.0,359.0,1.0
1637,576.0,337.0,1.0
1638,93.0,213.0,1.0
1639,148.0,370.0,1.0
1640,601.0,280.0,1.0
1641,246.0,163.0,1.0
1642,241.0,280.0,1.0
1643,142.0,10.0,1.0
1644,164.0,8.0,1.0
1645,571.0,44.0,1.0
1646,661.0,362.0,1.0
1647,300.0,149.0,1.0
1648,258.0,405.0,1.0
1649,323.0,146.0,1.0
1650,446.0,358.0,1.0
1651,137.0,269.0,1.0
1652,660.0,331.0,1.0
1653,548.0,27.0,1.0
1654,643.0,344.0,1.0
1655,510.0,332.0,1.0
1656,364.0,124.0,1.0
1657,19.0,10.0,1.0
1658,254.0,259.0,1.0
1659,226.0,319.0,1.0
1660,24.0,125.0,1.0
1661,556.0,19.0,1.0
1662,501.0,358.0,1.0
1663,272.0,80.0,1.0
1664,377.0,369.0,1.0
1665,154.0,132.0,1.0
1666,413.0,386.0,1.0
1667,567.0,124.0,1.0
1668,268.0,106.0,1.0
1669,184.0,319.0,1.0
1670,17.0,264.0,1.0
1671,266.0,21.0,1.0
1672,350.0,401.0,1.0
1673,150.0,371.0,1.0
1674,75.0,267.0,1.0
1675,19.0,270.0,1.0
1676,205.0,312.0,1.0
1677,268.0,347.0,1.0
1678,36.0,73.0,1.0
1679,414.0,43.0,1.0
1680,137.0,124.0,1.0
1681,390.0,359.0,1.0
1682,387.0,229.0,1.0
1683,99.0,365.0,1.0
1684,407.0,182.0,1.0
1685,200.0,69.0,1.0
1686,372.0,199.0,1.0
1687,407.0,124.0,1.0
1688,470.0,208.0,1.0
1689,42.0,382.0,1.0
1690,315.0,370.0,1.0
1691,102.0,73.0,1.0
1692,518.0,24.0,1.0
1693,654.0,359.0,1.0
1694,227.0,172.0,1.0
1695,541.0,278.0,1.0
1696,212.0,396.0,1.0
1697,239.0,89.0,1.0
1698,22.0,271.0,1.0
1699,118.0,371.0,1.0
1700,228.0,124.0,1.0
1701,213.0,257.0,1.0
1702,142.0,354.0,1.0
1703,391.0,267.0,1.0
1704,449.0,48.0,1.0
1705,297.0,391.0,1.0
1706,244.0,245.0,1.0
1707,477.0,76.0,1.0
1708,73.0,146.0,1.0
1709,296.0,40.0,1.0
1710,587.0,89.0,1.0
1711,163.0,253.0,1.0
1712,12.0,268.0,1.0
1713,9.0,310.0,1.0
1714,307.0,129.0,1.0
1715,249.0,363.0,1.0
1716,167.0,347.0,1.0
1717,255.0,99.0,1.0
1718,294.0,183.0,1.0
1719,371.0,7.0,1.0
1720,402.0,188.0,1.0
1721,301.0,13.0,1.0
1722,398.0,124.0,1.0
1723,306.0,104.0,1.0
1724,390.0,347.0,1.0
1725,143.0,316.0,1.0
1726,502.0,282.0,1.0
1727,304.0,405.0,1.0
1728,599.0,76.0,1.0
1729,587.0,280.0,1.0
1730,486.0,369.0,1.0
1731,178.0,18.0,1.0
1732,229.0,65.0,1.0
1733,263.0,56.0,1.0
1734,229.0,280.0,1.0
1735,598.0,399.0,1.0
1736,6.0,206.0,1.0
1737,394.0,188.0,1.0
1738,353.0,144.0,1.0
1739,140.0,185.0,1.0
1740,241.0,208.0,1.0
1741,570.0,124.0,1.0
1742,199.0,99.0,1.0
1743,455.0,408.0,1.0
1744,537.0,347.0,1.0
1745,9.0,301.0,1.0
1746,595.0,358.0,1.0
1747,439.0,100.0,1.0
1748,133.0,168.0,1.0
1749,331.0,135.0,1.0
1750,109.0,376.0,1.0
1751,459.0,121.0,1.0
1752,185.0,407.0,1.0
1753,493.0,73.0,1.0
1754,272.0,84.0,1.0
1755,0.0,329.0,1.0
1756,582.0,28.0,1.0
1757,227.0,208.0,1.0
1758,319.0,362.0,1.0
1759,351.0,385.0,1.0
1760,375.0,362.0,1.0
1761,183.0,311.0,1.0
1762,551.0,370.0,1.0
1763,475.0,40.0,1.0
1764,616.0,322.0,1.0
1765,275.0,6.0,1.0
1766,598.0,331.0,1.0
1767,115.0,358.0,1.0
1768,126.0,89.0,1.0
1769,503.0,359.0,1.0
1770,213.0,247.0,1.0
1771,502.0,232.0,1.0
1772,583.0,172.0,1.0
1773,578.0,188.0,1.0
1774,293.0,359.0,1.0
1775,501.0,347.0,1.0
1776,430.0,376.0,1.0
1777,326.0,394.0,1.0
1778,424.0,73.0,1.0
1779,90.0,114.0,1.0
1780,430.0,103.0,1.0
1781,150.0,358.0,1.0
1782,38.0,351.0,1.0
1783,388.0,181.0,1.0
1784,144.0,20.0,1.0
1785,241.0,237.0,1.0
1786,137.0,145.0,1.0
1787,576.0,44.0,1.0
1788,409.0,69.0,1.0
1789,37.0,405.0,1.0
1790,662.0,315.0,1.0
1791,529.0,41.0,1.0
1792,455.0,309.0,1.0
1793,156.0,133.0,1.0
1794,486.0,390.0,1.0
1795,452.0,176.0,1.0
1796,275.0,280.0,1.0
1797,150.0,359.0,1.0
1798,546.0,119.0,1.0
1799,501.0,396.0,1.0
1800,109.0,99.0,1.0
1801,314.0,73.0,1.0
1802,154.0,3.0,1.0
1803,193.0,49.0,1.0
1804,449.0,153.0,1.0
1805,594.0,124.0,1.0
1806,163.0,384.0,1.0
1807,161.0,259.0,1.0
1808,198.0,24.0,1.0
1809,516.0,82.0,1.0
1810,29.0,75.0,1.0
1811,315.0,134.0,1.0
1812,75.0,353.0,1.0
1813,464.0,196.0,1.0
1814,337.0,150.0,1.0
1815,314.0,392.0,1.0
1816,252.0,181.0,1.0
1817,569.0,352.0,1.0
1818,576.0,90.0,1.0
1819,598.0,345.0,1.0
1820,258.0,182.0,1.0
1821,551.0,136.0,1.0
1822,653.0,347.0,1.0
1823,83.0,78.0,1.0
1824,419.0,99.0,1.0
1825,26.0,221.0,1.0
1826,461.0,162.0,1.0
1827,451.0,183.0,1.0
1828,587.0,347.0,1.0
1829,552.0,226.0,1.0
1830,591.0,145.0,1.0
1831,40.0,89.0,1.0
1832,170.0,358.0,1.0
1833,429.0,99.0,1.0
1834,644.0,11.0,1.0
1835,170.0,359.0,1.0
1836,621.0,392.0,1.0
1837,261.0,360.0,1.0
1838,327.0,18.0,1.0
1839,505.0,272.0,1.0
1840,273.0,103.0,1.0
1841,403.0,265.0,1.0
1842,455.0,135.0,1.0
1843,275.0,356.0,1.0
1844,348.0,212.0,1.0
1845,563.0,124.0,1.0
1846,434.0,117.0,1.0
1847,461.0,293.0,1.0
1848,465.0,322.0,1.0
1849,210.0,46.0,1.0
1850,170.0,117.0,1.0
1851,263.0,99.0,1.0
1852,328.0,271.0,1.0
1853,296.0,43.0,1.0
1854,301.0,382.0,1.0
1855,11.0,73.0,1.0
1856,578.0,166.0,1.0
1857,387.0,372.0,1.0
1858,178.0,314.0,1.0
1859,454.0,129.0,1.0
1860,589.0,371.0,1.0
1861,351.0,388.0,1.0
1862,333.0,128.0,1.0
1863,443.0,347.0,1.0
1864,596.0,113.0,1.0
1865,70.0,239.0,1.0
1866,633.0,356.0,1.0
1867,114.0,118.0,1.0
1868,328.0,131.0,1.0
1869,170.0,362.0,1.0
1870,33.0,247.0,1.0
1871,275.0,165.0,1.0
1872,215.0,124.0,1.0
1873,639.0,75.0,1.0
1874,389.0,18.0,1.0
1875,184.0,323.0,1.0
1876,347.0,375.0,1.0
1877,190.0,392.0,1.0
1878,213.0,252.0,1.0
1879,87.0,329.0,1.0
1880,101.0,73.0,1.0
1881,479.0,18.0,1.0
1882,123.0,16.0,1.0
1883,459.0,156.0,1.0
1884,330.0,361.0,1.0
1885,482.0,124.0,1.0
1886,487.0,84.0,1.0
1887,204.0,221.0,1.0
1888,420.0,174.0,1.0
1889,365.0,37.0,1.0
1890,548.0,255.0,1.0
1891,306.0,208.0,1.0
1892,405.0,99.0,1.0
1893,346.0,359.0,1.0
1894,570.0,21.0,1.0
1895,253.0,347.0,1.0
1896,268.0,208.0,1.0
1897,148.0,390.0,1.0
1898,110.0,43.0,1.0
1899,501.0,362.0,1.0
1900,486.0,135.0,1.0
1901,120.0,99.0,1.0
1902,145.0,364.0,1.0
1903,414.0,41.0,1.0
1904,117.0,359.0,1.0
1905,387.0,100.0,1.0
1906,461.0,313.0,1.0
1907,536.0,183.0,1.0
1908,588.0,364.0,1.0
1909,652.0,362.0,1.0
1910,567.0,196.0,1.0
1911,426.0,351.0,1.0
1912,364.0,196.0,1.0
1913,186.0,392.0,1.0
1914,285.0,183.0,1.0
1915,461.0,117.0,1.0
1916,208.0,73.0,1.0
1917,253.0,358.0,1.0
1918,426.0,12.0,1.0
1919,2.0,244.0,1.0
1920,182.0,359.0,1.0
1921,470.0,265.0,1.0
1922,192.0,183.0,1.0
1923,284.0,143.0,1.0
1924,376.0,41.0,1.0
1925,305.0,405.0,1.0
1926,332.0,362.0,1.0
1927,200.0,68.0,1.0
1928,595.0,359.0,1.0
1929,241.0,25.0,1.0
